key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,X Scale,ratio_pxpermm,screen_size_x,screen_size_y,testsize,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,line_size,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_12.keys,key_resp_12.rt,key_resp_11.keys,key_resp_11.rt,key_resp_18.keys,key_resp_18.rt,key_resp_21.keys,key_resp_21.rt,key_resp_13.keys,key_resp_13.rt,key_resp_19.keys,key_resp_19.rt,ballposx,viewer_distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,viewerdistancecm,DVA_to_distance,radius_F,radius_P,r_F,R_P,key_resp_20.keys,key_resp_20.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Colour_1,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,Colour_2,similarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,mouse_7.clicked_name,mouse_6.clicked_name,catchprac,key_resp_22.keys,key_resp_22.rt,Colour1,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,Catch,response_time_catch,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,mouse_3.clicked_name,mouse_11.clicked_name,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer7,rt7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,6,1.32358,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,102,61,1,0,0,response1disk,6,19,1,2,1,0,0,rectangle,1,2,1,0,0,,6,0,0.000905,1,2,1,0,0,0,18,18,113,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,2.28513,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,42,70,1,0,0,response1disk,4,20,-2,-6,1,0,0,rectangle,-2,-6,1,0,0,,3,0,0.000505,-2,-6,1,0,0,0,19,19,158,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,1.169715,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64,116,1,0,0,response1disk,6,21,8,0,1,0,0,rectangle,8,0,1,0,0,,1,0,0.00062,8,0,1,0,0,0,20,20,58,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,0.95178,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,41,109,1,0,0,response1disk,9,22,0,2,1,0,0,rectangle,0,2,1,0,0,,7,0,0.000545,0,2,1,0,0,0,21,21,79,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,6,1.26843,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,136,60,1,0,0,response1disk,2,23,27,-5,1,0,0,rectangle,81,-39,1,0,0,5,5,1,1.615955,-4,-11,1,0,0,0,22,22,55,1,response3disk_3,rectangle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,1.33213,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,61,84,1,0,0,response1disk,3,24,-8,-6,1,0,0,rectangle,-8,-6,1,0,0,5,2,0,0.00053,-8,-6,1,0,0,0,23,23,154,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,5,1.314075,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,87,-78,1,0,0,response3disk,2,25,-8,-1,1,0,0,rectangle,-8,-1,1,0,0,5,6,0,0.00059,-8,-1,1,0,0,0,24,24,129,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,3,1.209075,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-48,-96,1,0,0,response5disk,2,26,12,-6,1,0,0,rectangle,12,-6,1,0,0,5,2,0,0.000515,12,-6,1,0,0,0,25,25,93,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,1.218665,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59,102,1,0,0,response1disk,4,27,8,-8,1,0,0,rectangle,8,-8,1,0,0,5,4,0,0.000575,8,-8,1,0,0,0,26,26,139,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,0.945445,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,63,94,1,0,0,response1disk,2,28,2,-9,1,0,0,rectangle,119,52,1,0,0,6,6,1,2.547965,-13,-2,1,0,0,0,27,27,11,1,response1disk_3,rectangle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,4,2.071605,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,51,-90,1,0,0,response3disk,7,29,10,-7,1,0,0,rectangle,10,-7,1,0,0,6,4,0,0.001675,10,-7,1,0,0,0,28,28,7,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,0.99687,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,46,77,1,0,0,response1disk,5,30,2,2,1,0,0,rectangle,2,2,1,0,0,6,0,0,0.00076,2,2,1,0,0,0,29,29,152,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,1.134095,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,56,82,1,0,0,response1disk,5,31,-6,-11,1,0,0,rectangle,-6,-11,1,0,0,6,5,0,0.000665,-6,-11,1,0,0,0,30,30,128,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,2,1.458375,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-67,-38,1,0,0,response5disk,6,32,4,1,1,0,0,rectangle,4,1,1,0,0,6,5,0,0.0005,4,1,1,0,0,0,31,31,29,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,1.026315,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,63,100,1,0,0,response1disk,1,33,3,10,1,0,0,rectangle,47,91,1,0,0,7,7,1,1.58884,-2,-9,1,0,0,0,32,32,159,1,response1disk_3,rectangle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,2,1.63435,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,-90,-41,1,0,0,response5disk,9,34,4,-3,1,0,0,rectangle,4,-3,1,0,0,7,4,0,0.000705,4,-3,1,0,0,0,33,33,105,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,3,1.45302,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-35,-89,1,0,0,response5disk,1,35,0,0,1,0,0,rectangle,0,0,1,0,0,7,1,0,0.00053,0,0,1,0,0,0,34,34,111,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,4,1.544035,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,69,-110,1,0,0,response3disk,9,36,13,0,1,0,0,rectangle,13,0,1,0,0,7,7,0,0.000505,13,0,1,0,0,0,35,35,143,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,5,1.55908,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,116,-39,1,0,0,response3disk,6,37,0,8,1,0,0,rectangle,0,8,1,0,0,7,5,0,0.000595,0,8,1,0,0,0,36,36,47,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,1.069705,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,51,113,1,0,0,response1disk,3,38,-5,-5,1,0,0,rectangle,-5,-5,1,0,0,7,5,0,0.000955,-5,-5,1,0,0,0,37,37,71,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,1,1.076945,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-80,48,1,0,0,response7disk,4,39,-4,7,1,0,0,rectangle,-4,7,1,0,0,7,3,0,0.00127,-4,7,1,0,0,0,38,38,30,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,6,1.234975,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,117,56,1,0,0,response1disk,6,40,2,12,1,0,0,rectangle,-44,-88,1,0,0,3,3,1,2.162275,1,-3,1,0,0,0,39,39,161,1,response5disk_3,rectangle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,1,1.375525,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-86,48,1,0,0,response7disk,3,41,11,-13,1,0,0,rectangle,11,-13,1,0,0,3,0,0,0.000705,11,-13,1,0,0,0,40,40,69,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,6,1.19367,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,92,49,1,0,0,response1disk,6,42,-3,-3,1,0,0,rectangle,-3,-3,1,0,0,3,2,0,0.00054,-3,-3,1,0,0,0,41,41,37,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,1.20038,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,33,102,1,0,0,response1disk,4,43,-5,-19,1,0,0,rectangle,-5,-19,1,0,0,3,5,0,0.00057,-5,-19,1,0,0,0,42,42,145,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,2.39836,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,52,104,1,0,0,response1disk,1,44,1,-2,1,0,0,rectangle,1,-2,1,0,0,3,4,0,0.00052,1,-2,1,0,0,0,43,43,115,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,6,1.653795,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,105,34,1,0,0,response1disk,8,45,-6,3,1,0,0,rectangle,-6,3,1,0,0,3,5,0,0.000555,-6,3,1,0,0,0,44,44,67,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,6,11.185105,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,102,36,1,0,0,response1disk,9,46,20,10,1,0,0,rectangle,20,10,1,0,0,3,1,0,0.00071,20,10,1,0,0,0,45,45,39,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,3,1.857395,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-36,-119,1,0,0,response5disk,8,47,-4,-1,1,0,0,rectangle,-54,-120,1,0,0,3,3,1,2.354655,-29,-5,1,0,0,0,46,46,97,1,response5disk_3,rectangle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,2,1.11875,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,-89,-52,1,0,0,response5disk,9,48,7,-10,1,0,0,rectangle,7,-10,1,0,0,3,3,0,0.000485,7,-10,1,0,0,0,47,47,42,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,5,1.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,103,-62,1,0,0,response3disk,5,49,10,-9,1,0,0,rectangle,10,-9,1,0,0,3,2,0,0.000815,10,-9,1,0,0,0,48,48,98,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,1.005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,34,91,1,0,0,response1disk,3,50,-6,-5,1,0,0,rectangle,-6,-5,1,0,0,3,0,0,0.00052,-6,-5,1,0,0,0,49,49,141,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,1.03461,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40,96,1,0,0,response1disk,7,51,-8,-8,1,0,0,rectangle,-8,-8,1,0,0,3,7,0,0.00052,-8,-8,1,0,0,0,50,50,38,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,2,1.79133,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,-77,-21,1,0,0,response5disk,7,52,-19,-5,1,0,0,rectangle,-19,-5,1,0,0,3,1,0,0.00055,-19,-5,1,0,0,0,51,51,18,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,6,1.209485,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,114,43,1,0,0,response1disk,8,53,-2,-7,1,0,0,rectangle,-2,-7,1,0,0,3,4,0,0.00064,-2,-7,1,0,0,0,52,52,62,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,3,1.651835,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,-42,-100,1,0,0,response5disk,5,54,21,-11,1,0,0,rectangle,21,-11,1,0,0,3,1,0,0.000515,21,-11,1,0,0,0,53,53,126,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,1.114635,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,35,83,1,0,0,response1disk,8,55,-13,-10,1,0,0,rectangle,-13,-10,1,0,0,3,6,0,0.00057,-13,-10,1,0,0,0,54,54,16,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,1.157255,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,47,86,1,0,0,response1disk,7,56,3,-10,1,0,0,rectangle,3,-10,1,0,0,3,0,0,0.000565,3,-10,1,0,0,0,55,55,107,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,1.25915,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,47,87,1,0,0,response1disk,1,57,5,1,1,0,0,rectangle,5,1,1,0,0,3,1,0,0.00052,5,1,1,0,0,0,56,56,57,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,0.71644,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,57,89,1,0,0,response1disk,4,58,10,-1,1,0,0,rectangle,10,-1,1,0,0,3,4,0,0.000505,10,-1,1,0,0,0,57,57,60,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1a3c1d94d028134ad46340,5ff3a3e383f6af98fc097e41,2021-01-05_01h25.37.880,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,4,2.400835,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,63,-87,1,0,0,response3disk,3,59,-2,0,1,0,0,rectangle,-108,-59,1,0,0,3,2,1,1.83638,1,-4,1,0,0,0,58,58,104,1,response5disk_3,rectangle,,,,,,,,,,,,,,,,,,,
