key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,X Scale,ratio_pxpermm,screen_size_x,screen_size_y,testsize,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,line_size,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_12.keys,key_resp_12.rt,key_resp_11.keys,key_resp_11.rt,key_resp_18.keys,key_resp_18.rt,key_resp_21.keys,key_resp_21.rt,key_resp_13.keys,key_resp_13.rt,key_resp_19.keys,key_resp_19.rt,ballposx,viewer_distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,viewerdistancecm,DVA_to_distance,radius_F,radius_P,r_F,R_P,key_resp_20.keys,key_resp_20.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Colour_1,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,Colour_2,similarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,mouse_7.clicked_name,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,Colour1,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,Catch,response_time_catch,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,mouse_3.clicked_name,mouse_11.clicked_name,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer7,rt7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,5,1.389305,,,,,,,,,,,,,,,,,,,,,,,,,,,9,114,-52.5,1,0,0,response3disk,4,19,-4,7.5,1,0,0,rectangle,-4,7.5,1,0,0,6,0,0,0.000485,-4,7.5,1,0,0,0,18,18,114,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,6,2.07333,,,,,,,,,,,,,,,,,,,,,,,,,,,3,109,49.5,1,0,0,response1disk,8,20,-17,-0.5,1,0,0,rectangle,-17,-0.5,1,0,0,6,2,0,0.00134,-17,-0.5,1,0,0,0,19,19,44,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,1.260155,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49,112.5,1,0,0,response1disk,5,21,4,-2.5,1,0,0,rectangle,4,-2.5,1,0,0,6,3,0,0.000445,4,-2.5,1,0,0,0,20,20,28,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,5,1.744925,,,,,,,,,,,,,,,,,,,,,,,,,,,7,119,-66.5,1,0,0,response3disk,9,22,9,-4.5,1,0,0,rectangle,9,-4.5,1,0,0,6,5,0,0.000485,9,-4.5,1,0,0,0,21,21,10,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,2,1.45662,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-116,-57.5,1,0,0,response5disk,5,23,3,-0.5,1,0,0,rectangle,3,-0.5,1,0,0,6,2,0,0.000445,3,-0.5,1,0,0,0,22,22,66,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,4,2.09939,,,,,,,,,,,,,,,,,,,,,,,,,,,9,54,-86.5,1,0,0,response3disk,2,24,-5,10.5,1,0,0,rectangle,-5,10.5,1,0,0,6,0,0,0.000465,-5,10.5,1,0,0,0,23,23,157,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,2,1.94092,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-120,-52.5,1,0,0,response5disk,4,25,5,8.5,1,0,0,rectangle,5,8.5,1,0,0,6,3,0,0.000505,5,8.5,1,0,0,0,24,24,8,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,2,1.316345,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-121,-49.5,1,0,0,response5disk,8,26,-7,-1.5,1,0,0,rectangle,-7,-1.5,1,0,0,6,4,0,0.00044,-7,-1.5,1,0,0,0,25,25,6,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,0,0.876755,,,,,,,,,,,,,,,,,,,,,,,,,,,6,-68,131.5,1,0,0,response7disk,6,27,-3,1.5,1,0,0,rectangle,-3,1.5,1,0,0,6,1,0,0.00054,-3,1.5,1,0,0,0,26,26,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,2,1.418655,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-113,-64.5,1,0,0,response5disk,9,28,3,-0.5,1,0,0,rectangle,3,-0.5,1,0,0,6,3,0,0.00046,3,-0.5,1,0,0,0,27,27,123,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,2,0.902975,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-117,-57.5,1,0,0,response5disk,9,29,-1,-4.5,1,0,0,rectangle,-1,-4.5,1,0,0,6,4,0,0.00049,-1,-4.5,1,0,0,0,28,28,15,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,0,0.88067,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-48,135.5,1,0,0,response7disk,3,30,-2,-3.5,1,0,0,rectangle,-2,-3.5,1,0,0,6,1,0,0.00041,-2,-3.5,1,0,0,0,29,29,68,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,3,1.141775,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-49,-131.5,1,0,0,response5disk,2,31,-12,-4.5,1,0,0,rectangle,-12,-4.5,1,0,0,6,6,0,0.00044,-12,-4.5,1,0,0,0,30,30,129,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,1.27978,,,,,,,,,,,,,,,,,,,,,,,,,,,4,67,117.5,1,0,0,response1disk,9,32,-12,-0.5,1,0,0,rectangle,-12,-0.5,1,0,0,6,5,0,0.000455,-12,-0.5,1,0,0,0,31,31,75,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,6,2.23208,,,,,,,,,,,,,,,,,,,,,,,,,,,7,121,45.5,1,0,0,response1disk,3,33,21,1.5,1,0,0,rectangle,21,1.5,1,0,0,6,5,0,0.00045,21,1.5,1,0,0,0,32,32,81,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,1.188915,,,,,,,,,,,,,,,,,,,,,,,,,,,5,45,134.5,1,0,0,response1disk,1,34,-12,-2.5,1,0,0,rectangle,-12,-2.5,1,0,0,6,3,0,0.000465,-12,-2.5,1,0,0,0,33,33,131,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,3,1.505455,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-53,-120.5,1,0,0,response5disk,6,35,15,7.5,1,0,0,rectangle,15,7.5,1,0,0,6,1,0,0.000465,15,7.5,1,0,0,0,34,34,12,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,1.032685,,,,,,,,,,,,,,,,,,,,,,,,,,,7,49,130.5,1,0,0,response1disk,2,36,-11,1.5,1,0,0,rectangle,-11,1.5,1,0,0,6,6,0,0.00046,-11,1.5,1,0,0,0,35,35,32,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,5,1.41464,,,,,,,,,,,,,,,,,,,,,,,,,,,6,111,-49.5,1,0,0,response3disk,3,37,-5,-10.5,1,0,0,rectangle,-5,-10.5,1,0,0,6,4,0,0.000445,-5,-10.5,1,0,0,0,36,36,21,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,0,2.655485,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-51,133.5,1,0,0,response7disk,4,38,6,5.5,1,0,0,rectangle,6,5.5,1,0,0,6,3,0,0.000505,6,5.5,1,0,0,0,37,37,84,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,4,2.58669,,,,,,,,,,,,,,,,,,,,,,,,,,,6,48,-140.5,1,0,0,response3disk,4,39,-6,16.5,1,0,0,rectangle,-6,16.5,1,0,0,6,0,0,0.000505,-6,16.5,1,0,0,0,38,38,56,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,1.264645,,,,,,,,,,,,,,,,,,,,,,,,,,,2,51,138.5,1,0,0,response1disk,6,40,-3,-14.5,1,0,0,rectangle,-3,-14.5,1,0,0,6,4,0,0.00048,-3,-14.5,1,0,0,0,39,39,40,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,4,1.63248,,,,,,,,,,,,,,,,,,,,,,,,,,,2,63,-124.5,1,0,0,response3disk,5,41,3,-0.5,1,0,0,rectangle,3,-0.5,1,0,0,6,5,0,0.00044,3,-0.5,1,0,0,0,40,40,147,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,6,4.282075,,,,,,,,,,,,,,,,,,,,,,,,,,,8,123,50.5,1,0,0,response1disk,4,42,12,-1.5,1,0,0,rectangle,12,-1.5,1,0,0,6,0,0,0.00045,12,-1.5,1,0,0,0,41,41,88,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,2,2.427065,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-98,-44.5,1,0,0,response5disk,5,43,-5,4.5,1,0,0,rectangle,-5,4.5,1,0,0,6,1,0,0.000465,-5,4.5,1,0,0,0,42,42,116,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,1.665245,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61,129.5,1,0,0,response1disk,4,44,8,-2.5,1,0,0,rectangle,8,-2.5,1,0,0,6,3,0,0.00058,8,-2.5,1,0,0,0,43,43,139,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,5,4.410735,,,,,,,,,,,,,,,,,,,,,,,,,,,4,130,-55.5,1,0,0,response3disk,8,45,26,1.5,1,0,0,rectangle,26,1.5,1,0,0,6,6,0,0.00047,26,1.5,1,0,0,0,44,44,124,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,5,1.63045,,,,,,,,,,,,,,,,,,,,,,,,,,,5,120,-46.5,1,0,0,response3disk,9,46,-19,-3.5,1,0,0,rectangle,-53,-134.5,1,0,0,3,3,1,1.93562,4,3.5,1,0,0,0,45,45,136,1,response5disk_3,rectangle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,2,5.187905,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-116,-56.5,1,0,0,response5disk,6,47,6,1.5,1,0,0,rectangle,6,1.5,1,0,0,3,5,0,0.001285,6,1.5,1,0,0,0,46,46,31,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,2.183465,,,,,,,,,,,,,,,,,,,,,,,,,,,9,50,130.5,1,0,0,response1disk,7,48,-3,-1.5,1,0,0,rectangle,-3,-1.5,1,0,0,3,4,0,0.001625,-3,-1.5,1,0,0,0,47,47,121,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,4,1.549615,,,,,,,,,,,,,,,,,,,,,,,,,,,2,53,-132.5,1,0,0,response3disk,9,49,5,-10.5,1,0,0,rectangle,5,-10.5,1,0,0,3,0,0,0.00046,5,-10.5,1,0,0,0,48,48,72,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,3,1.261055,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-54,-138.5,1,0,0,response5disk,1,50,-2,6.5,1,0,0,rectangle,-2,6.5,1,0,0,3,4,0,0.000445,-2,6.5,1,0,0,0,49,49,74,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,2,2.181135,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-118,-53.5,1,0,0,response5disk,8,51,-6,1.5,1,0,0,rectangle,-6,1.5,1,0,0,3,3,0,0.00049,-6,1.5,1,0,0,0,50,50,67,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,2.004535,,,,,,,,,,,,,,,,,,,,,,,,,,,2,63,124.5,1,0,0,response1disk,8,52,-1,-10.5,1,0,0,rectangle,-1,-10.5,1,0,0,3,3,0,0.00042,-1,-10.5,1,0,0,0,51,51,62,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,3,2.981925,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-52,-136.5,1,0,0,response5disk,5,53,4,-1.5,1,0,0,rectangle,4,-1.5,1,0,0,3,5,0,0.000525,4,-1.5,1,0,0,0,52,52,49,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,0,1.39892,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-52,131.5,1,0,0,response7disk,1,54,4,-8.5,1,0,0,rectangle,4,-8.5,1,0,0,3,4,0,0.00044,4,-8.5,1,0,0,0,53,53,151,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,1.276885,,,,,,,,,,,,,,,,,,,,,,,,,,,6,56,133.5,1,0,0,response1disk,1,55,4,6.5,1,0,0,rectangle,4,6.5,1,0,0,3,7,0,0.000415,4,6.5,1,0,0,0,54,54,46,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,3,3.11468,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-62,-137.5,1,0,0,response5disk,2,56,6,4.5,1,0,0,rectangle,-55,139.5,1,0,0,0,0,1,1.91066,-3,-3.5,1,0,0,0,55,55,11,1,response7disk_3,rectangle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,1.36051,,,,,,,,,,,,,,,,,,,,,,,,,,,8,49,134.5,1,0,0,response1disk,1,57,3,-5.5,1,0,0,rectangle,3,-5.5,1,0,0,0,6,0,0.00046,3,-5.5,1,0,0,0,56,56,57,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc04255aab19f4906f8d475,5ff3a3d73cc53c9e1d87196f,2021-01-05_00h25.33.527,Colour_Similarity_Experiment_v1,2020.1.2,Win32,60,5ff3a352adaa099f7659f8cc,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,2,1.233355,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-112,-59.5,1,0,0,response5disk,4,58,4,-2.5,1,0,0,rectangle,4,-2.5,1,0,0,0,0,0,0.00046,4,-2.5,1,0,0,0,57,57,110,1,,,,,,,,,,,,,,,,,,,,,
